gene_symbol	OFO1003B1	OFO1003B2	OFO1003O1	OFO1003O2	OFO1003V1	OFO1003V2	OFO1004B1	OFO1004B2	OFO1004O1	OFO1004O2	OFO1004V1	OFO1004V2	OFO1005B1	OFO1005B2	OFO1005O1	OFO1005O2	OFO1005V1	OFO1005V2
ALDH4A1	514	438	195	228	210	198	389	417	308	434	329	258	312	326	489	474	584	495
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFFO2	369	401	247	252	543	528	313	280	299	366	345	247	501	464	189	212	348	265
UBR4	3053	3215	1637	1655	2745	2641	2270	2768	2654	3399	2609	2020	2757	2752	2137	2235	2474	2254
EMC1	1239	1291	724	779	1157	1092	1489	1441	1263	1654	1247	921	1135	1090	1093	1088	1223	1012
MRTO4	560	565	483	520	579	535	898	762	724	925	689	496	630	537	796	892	788	590
AKR7L	21	9	14	12	11	19	8	5	8	19	3	13	16	10	8	9	8	4
AKR7A3	14	10	17	13	14	21	11	21	17	20	15	12	18	16	7	6	10	10
LOC100506730	99	103	60	50	103	101	88	73	96	110	78	48	87	82	34	28	54	41
AKR7A2	1098	1040	960	1041	988	981	1019	921	855	1041	761	589	840	868	474	534	652	578
PQLC2	282	235	140	143	183	190	222	251	187	240	155	113	196	207	104	155	175	159
CAPZB	3286	2990	2765	2824	3259	3053	3765	3733	2869	3681	3423	2442	3688	3632	3337	3834	4212	3320
MINOS1	809	779	523	547	678	568	855	780	644	821	682	416	798	752	754	828	844	703
MINOS1-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RPS14P3	36	28	34	49	56	57	66	67	38	52	71	45	52	55	36	41	42	29
NBL1	17	8	5	2	5	12	10	3	7	2	5	3	15	5	5	0	8	7
HTR6	7	7	2	0	7	7	3	1	6	5	3	2	6	10	0	7	5	10
TMCO4	49	38	9	6	4	6	21	40	29	25	8	18	19	10	43	59	44	39
RNF186	20	15	0	0	0	0	5	9	0	0	0	0	0	0	0	2	0	0
OTUD3	498	544	381	365	750	721	431	451	531	707	612	407	678	634	424	409	564	404
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2A	94	79	1	2	4	2	43	38	8	10	6	6	2	0	177	166	178	116
PLA2G5	7	13	3	1	2	1	2	1	12	6	1	0	6	5	0	6	6	5
PLA2G2D	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PLA2G2F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
PLA2G2C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
UBXN10-AS1	5	3	1	1	0	3	2	1	5	7	1	3	0	2	0	0	9	3
UBXN10	544	564	94	130	110	117	168	194	349	436	28	26	108	117	41	55	120	81
VWA5B1	323	350	107	128	68	96	97	76	192	282	15	11	79	102	12	15	34	31
LINC01141	0	2	0	3	4	0	3	0	3	4	1	1	5	1	0	0	0	4
CAMK2N1	1788	1657	1513	1455	2969	2826	899	727	912	1048	1703	1257	3968	3559	214	203	1065	843
MUL1	663	620	453	494	655	649	683	775	477	715	620	482	804	750	367	425	603	494
FAM43B	157	163	69	76	98	116	44	36	46	41	38	36	182	162	15	23	90	82
CDA	2	0	0	1	4	0	31	29	39	48	65	48	3	1	105	103	104	112
PINK1	874	870	636	554	928	860	595	531	523	617	677	458	1148	951	321	368	727	541
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	96	88	39	31	36	35	55	67	62	73	33	29	35	43	29	37	30	30
DDOST	3175	2954	2296	2428	2630	2569	3447	3442	2878	3747	2909	2210	3104	2730	3408	3772	4144	3434
KIF17	125	142	86	75	108	125	193	184	239	239	239	207	132	165	192	197	273	260
SH2D5	150	145	123	126	271	269	95	101	80	123	153	120	298	279	63	74	127	115
HP1BP3	3441	3367	2365	2523	3621	3563	2732	2579	2640	3562	2886	2014	3319	3021	1485	1468	2299	1692
EIF4G3	2497	2520	1058	1121	1690	1599	2207	2170	2095	2644	1637	1183	1968	1791	1217	1173	1817	1286
ECE1	544	532	377	399	467	475	665	666	492	629	543	433	430	408	672	743	835	687
LOC100506801	5	7	5	5	13	5	7	9	2	2	10	5	9	8	0	3	8	3
NBPF3	208	247	136	130	164	173	76	99	78	98	50	41	124	121	90	104	162	81
ALPL	75	93	93	107	86	88	435	404	463	607	578	430	109	94	1398	1695	1470	1263
RAP1GAP	729	705	442	560	877	787	550	561	573	716	677	508	1106	1033	384	412	614	524
USP48	1206	1262	709	792	1087	1037	1272	1208	1100	1347	1029	823	1336	1114	1174	1156	1478	1097
LDLRAD2	3	10	10	7	8	3	5	6	1	3	4	3	1	5	8	5	3	5
HSPG2	1228	1254	663	756	956	982	926	1177	779	1006	924	743	571	552	757	1070	997	800
CELA3B	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CELA3A	0	3	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0
LOC101928043	5	10	4	2	0	7	3	15	3	9	12	9	5	7	8	2	5	3
LINC00339	163	150	127	111	139	123	198	157	121	173	179	133	188	164	187	202	255	185
CDC42	6276	6126	4938	4993	6753	6451	6213	5796	5219	6609	6366	4405	8706	7700	5359	5384	7225	5670
WNT4	322	308	117	115	171	140	79	69	67	92	136	103	281	322	55	44	171	154
ZBTB40	643	592	376	371	508	492	570	581	473	613	438	324	491	433	311	315	448	336
EPHA8	288	254	126	114	156	136	54	45	102	119	77	58	192	180	23	46	167	167
MIR6127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	2	0	0	2	1	1	3	2	2	0	0	0	0	1	2	0	0	0
C1QC	2	1	4	0	0	2	9	4	1	0	2	2	4	0	1	0	1	1
C1QB	1	0	1	0	0	1	3	1	1	0	0	0	0	3	0	1	1	0
EPHB2	2107	2164	1119	1129	1551	1588	1531	1656	1215	1490	1239	979	1770	1725	390	425	1043	915
MIR4684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LACTBL1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
C1orf234	1	1	0	0	4	0	0	2	3	3	5	1	0	3	0	0	3	0
KDM1A	3329	3198	3295	3512	4335	4170	5306	5167	4998	6084	5056	3747	3770	3524	5574	5495	4786	3785
MIR3115	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LUZP1	543	606	303	370	440	433	731	776	788	1038	662	549	461	492	836	816	940	788
HTR1D	25	24	7	7	3	8	317	297	218	253	371	261	33	16	311	294	281	251
LINC01355	64	101	70	69	133	129	69	61	43	65	101	68	109	92	25	25	89	62
HNRNPR	3444	3401	3059	3351	4446	4051	4464	4483	4064	5236	4038	2988	4403	3762	3000	2862	3537	2760
ZNF436	1170	1186	491	563	741	749	602	607	424	580	475	348	1212	1022	95	95	540	384
C1orf213	254	232	207	242	353	362	285	219	158	225	259	182	469	420	90	74	213	136
TCEA3	48	51	92	90	65	56	44	57	10	12	20	13	50	41	24	19	26	25
ASAP3	951	894	1189	1268	1274	1323	1020	872	746	948	886	694	986	1022	654	669	873	675
E2F2	90	83	162	143	171	179	103	125	120	166	122	83	42	43	81	95	80	80
LOC101928163	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
ID3	1141	1045	345	281	293	280	812	679	701	811	243	153	887	808	699	808	941	765
MDS2	0	0	1	1	0	0	1	1	0	2	0	0	0	0	0	1	0	0
RPL11	11435	11150	16990	18591	19144	18765	21747	17866	14214	18304	20595	14267	19664	17092	21874	22455	23428	16807
TCEB3	885	864	669	703	1046	1078	967	982	918	1179	923	758	956	902	927	1062	1082	848
TCEB3-AS1	28	25	8	18	16	30	28	38	17	35	21	22	48	19	28	23	32	23
PITHD1	1394	1351	1258	1230	1807	1772	1196	1169	1034	1317	1436	1089	2323	2072	973	1042	1752	1395
LYPLA2	1371	1259	784	761	1025	960	1127	1105	1107	1286	870	654	936	889	1018	1077	1137	913
GALE	328	385	213	235	300	318	427	401	255	297	231	205	327	320	280	345	361	281
HMGCL	706	651	338	434	435	459	643	653	469	597	420	281	652	598	382	411	605	529
FUCA1	519	458	247	207	310	345	515	464	406	432	339	267	471	329	288	375	375	374
CNR2	0	2	1	0	3	2	1	0	0	0	0	1	0	1	4	1	3	2
MIR378F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNRC2	1670	1717	1478	1434	1912	1862	2587	2346	2187	2862	2401	1572	1982	1695	2266	2130	2458	2073
SRSF10	1413	1357	1150	1181	1558	1448	1855	1732	1745	2240	1780	1256	1413	1186	2129	2007	2053	1770
MYOM3	103	124	161	146	168	157	74	74	13	6	22	12	44	28	8	4	8	6
IL22RA1	41	34	1	2	0	0	33	24	7	4	1	1	0	1	1	2	1	1
IFNLR1	27	38	9	9	6	10	27	25	18	23	10	13	8	17	36	39	44	34
LOC284632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRHL3	35	55	4	4	3	8	11	10	12	11	10	2	5	7	58	67	76	67
STPG1	384	379	139	141	181	193	202	159	235	303	134	121	324	348	112	101	316	228
NIPAL3	593	651	384	392	441	448	384	391	430	592	376	300	652	589	176	235	521	443
RCAN3AS	4	2	1	0	2	1	1	4	1	3	1	2	3	1	1	2	1	3
RCAN3	370	389	142	123	132	116	128	138	157	203	91	73	316	269	129	127	237	244
LOC100506985	110	127	24	39	33	34	30	39	35	43	15	15	100	84	14	22	84	59
NCMAP	22	23	2	5	8	9	17	17	9	4	1	0	10	6	4	6	4	4
SRRM1	1191	1198	891	1039	1532	1458	1619	1479	1505	1833	1555	1102	1488	1278	1695	1698	1496	1183
CLIC4	2124	2117	2083	2050	2500	2438	5529	5025	4087	5389	4492	3228	2977	2550	5316	5048	5583	4106
RUNX3	46	47	47	24	43	35	57	42	43	24	43	44	37	53	66	93	49	44
MIR6731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYF2	908	915	1162	1227	1567	1388	1241	1221	1076	1377	1298	936	1432	1249	1196	1280	1370	1051
RSRP1	692	639	342	356	591	617	576	561	490	612	564	418	829	757	401	421	566	457
RHD	18	12	14	8	14	19	41	25	17	26	36	22	2	2	14	21	9	4
TMEM50A	1687	1725	1354	1588	1888	1862	1924	1838	1578	1999	1866	1321	2079	1959	1618	1824	2390	1759
RHCE	41	43	33	39	40	23	48	47	33	38	27	17	77	80	180	184	134	146
TMEM57	995	950	748	740	1283	1326	607	628	597	808	782	599	1373	1199	386	374	669	591
LDLRAP1	281	290	105	98	123	104	222	202	273	290	128	108	124	114	270	312	294	228
MAN1C1	760	610	298	299	346	352	391	438	344	416	226	175	537	517	173	205	279	253
SEPN1	3338	3043	2021	2127	2330	2329	2400	2557	2228	2802	2272	1821	2609	2620	1227	1429	2206	1927
MTFR1L	775	765	533	511	653	724	675	580	559	669	553	364	876	780	320	354	556	461
LOC646471	104	92	35	40	101	87	49	53	60	59	38	43	109	63	16	17	45	41
AUNIP	20	27	31	39	40	27	92	59	77	103	106	57	12	10	120	120	171	112
PAQR7	319	309	169	176	266	242	353	299	277	312	292	203	281	308	157	200	250	219
STMN1	10733	10774	9911	11230	15402	14553	9210	7665	8519	11037	12305	8969	18650	15583	7668	7469	12358	9427
MIR3917	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PAFAH2	191	186	74	137	112	122	286	251	209	260	187	151	89	109	316	306	356	268
EXTL1	33	43	29	19	20	25	32	20	32	19	30	22	39	18	14	16	20	40
SLC30A2	33	23	8	16	15	13	41	41	19	29	41	33	28	30	51	62	116	91
TRIM63	14	19	43	29	37	30	22	20	1	2	3	2	5	10	1	5	1	2
PDIK1L	516	523	366	389	663	674	311	304	329	461	470	343	880	763	139	129	403	303
FAM110D	7	7	4	7	3	0	3	13	8	6	7	5	3	5	9	6	10	6
ZNF593	239	223	211	257	219	255	338	286	208	262	248	189	293	264	402	458	386	351
CNKSR1	74	53	40	34	74	68	86	87	42	64	112	86	79	89	147	172	163	130
CATSPER4	0	0	1	0	2	5	3	4	1	2	1	2	3	2	0	6	3	0
LOC101928303	5	3	3	4	4	3	8	5	7	4	1	3	18	10	6	3	12	3
CEP85	460	437	428	463	637	672	411	488	421	627	574	410	466	483	562	547	614	488
SH3BGRL3	1563	1291	1187	1209	1275	1247	1149	1043	848	1047	807	645	1384	1293	400	496	842	650
UBXN11	860	879	354	376	377	369	625	583	571	653	255	165	316	298	161	231	253	224
CD52	21	10	8	9	13	8	21	11	17	17	27	19	16	7	63	49	59	31
AIM1L	37	22	13	13	14	18	71	51	13	23	10	19	14	6	95	133	99	78
ZNF683	2	4	0	2	1	0	1	3	1	4	1	0	1	1	0	3	0	0
LIN28A	33	34	89	123	67	56	4343	4308	4816	7069	6255	4353	129	111	14313	15518	12020	9426
DHDDS	692	593	474	476	576	572	819	766	503	655	484	424	712	622	444	410	648	546
HMGN2	7319	7764	8855	9495	10189	9877	10193	9016	8666	11481	9768	6548	8691	7532	7655	7790	9015	6666
RPS6KA1	366	350	173	148	170	150	226	278	241	335	221	177	207	200	526	640	601	512
MIR1976	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ARID1A	2545	2622	1561	1626	2487	2422	2217	2437	2137	2740	2209	1735	2070	2142	1261	1382	1777	1581
PIGV	193	204	100	119	128	99	147	153	115	165	97	99	178	141	173	156	261	190
ZDHHC18	430	409	441	441	609	592	498	441	422	508	511	369	497	463	431	453	476	396
SFN	44	63	6	2	4	4	106	87	15	35	23	13	7	2	115	142	88	77
GPN2	281	260	221	218	346	339	304	297	266	338	264	221	301	264	171	231	231	257
GPATCH3	243	228	179	170	254	194	302	296	201	306	215	159	206	183	215	259	259	198
NR0B2	18	21	0	0	0	0	13	13	5	9	0	0	1	0	1	0	0	0
NUDC	2409	2424	2104	2247	2677	2598	2922	2913	2524	3204	2610	1950	2686	2524	2669	2977	3030	2412
KDF1	26	14	8	4	7	9	21	15	8	14	26	17	2	7	106	101	120	93
TRNP1	273	280	157	100	154	174	211	159	167	165	191	138	295	233	191	207	317	271
FAM46B	35	30	11	16	27	16	164	169	264	337	296	237	22	19	887	1012	753	632
SLC9A1	404	380	199	189	279	299	364	365	257	380	260	197	264	241	338	445	371	346
WDTC1	1438	1479	1145	1189	1403	1394	1153	1378	1001	1203	1050	848	1277	1241	617	640	1027	966
TMEM222	644	598	568	663	787	743	506	502	463	548	552	361	753	761	241	258	362	369
LOC644961	31	29	16	16	43	33	59	37	63	69	75	60	34	28	22	18	19	12
SYTL1	130	135	40	42	38	33	171	195	92	120	87	62	55	41	141	148	152	127
MAP3K6	308	280	212	238	348	327	414	441	221	320	511	341	427	420	250	332	384	297
FCN3	2	8	0	2	7	1	5	7	2	2	5	3	6	2	2	6	2	1
CD164L2	59	42	11	8	11	8	67	59	41	49	13	12	12	9	12	12	11	10
GPR3	44	55	33	41	50	53	43	42	37	62	42	39	73	68	57	82	70	64
WASF2	1955	2028	1419	1581	1927	1891	2153	2165	1855	2274	1851	1396	1939	1779	2110	2197	2473	1980
AHDC1	1499	1509	1185	1255	1832	1766	691	869	805	984	1088	805	1465	1519	312	373	790	670
FGR	18	6	7	2	15	9	9	10	14	3	16	12	19	9	8	23	11	10
IFI6	997	874	656	699	797	818	2932	2555	3080	3580	2025	1529	964	830	838	1018	1575	1195
FAM76A	222	213	149	168	245	263	358	282	214	286	278	207	258	250	330	303	336	278
STX12	1538	1596	1122	1144	1762	1737	1195	1074	983	1301	1319	1087	2464	2130	528	466	1290	1075
PPP1R8	855	823	776	724	884	919	1222	1113	1058	1312	1147	868	1097	961	1173	1227	1382	1183
SCARNA1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0
THEMIS2	69	49	89	52	91	90	94	69	77	63	99	94	79	49	145	166	158	146
RPA2	1142	1094	1156	1249	1346	1188	1039	1002	1046	1303	1140	805	1350	1328	1480	1506	1709	1368
SMPDL3B	23	35	2	7	4	1	16	20	25	23	28	18	16	10	94	91	82	60
XKR8	49	48	21	23	28	27	61	49	47	55	74	42	33	32	147	194	150	124
EYA3	611	613	431	506	678	643	636	588	574	803	615	463	642	568	432	431	582	476
PTAFR	71	33	34	11	34	29	62	31	26	20	30	31	44	18	54	55	45	34
DNAJC8	2150	2061	2004	2213	2407	2420	3026	2692	2503	3099	2603	1753	2858	2517	2990	2957	3238	2446
ATPIF1	1869	1737	1572	1680	2120	1931	1877	1677	1603	1926	1582	1191	2126	2084	1697	1916	2261	1754
SESN2	744	644	476	505	784	728	1157	1192	581	764	652	438	1151	1068	512	652	788	643
MED18	302	232	201	246	253	253	331	290	246	298	276	200	217	226	300	336	283	222
PHACTR4	730	740	492	533	716	648	800	793	759	965	715	564	643	566	608	535	639	535
RCC1	450	430	606	776	704	674	1004	947	930	1201	1050	773	539	505	1529	1472	1442	1167
SNHG3	148	214	195	178	289	266	352	329	295	410	393	304	314	235	493	536	480	349
TRNAU1AP	359	393	301	372	477	423	425	414	292	404	349	293	451	358	324	335	410	373
SNHG12	139	116	142	158	266	290	149	127	112	200	211	137	243	186	175	209	231	155
SNORD99	5	1	5	6	13	7	3	5	7	5	5	1	5	6	4	4	5	4
SNORA61	10	5	9	7	17	11	7	9	14	14	19	9	21	14	20	17	18	23
SNORA44	2	13	6	7	14	6	5	2	3	5	8	1	10	2	2	3	7	3
SNORA16A	5	2	4	3	2	8	8	10	5	5	10	3	13	8	6	10	6	8
RAB42	20	24	12	11	25	14	25	21	21	23	28	17	21	21	21	25	25	14
TAF12	301	275	254	272	340	312	522	439	370	531	427	338	384	321	646	639	764	490
RNU11	2	2	4	4	2	9	11	1	2	6	7	1	11	6	0	5	2	1
GMEB1	285	292	170	209	280	314	268	217	188	245	212	165	337	246	187	159	201	172
YTHDF2	1239	1269	941	982	1412	1311	1578	1479	1427	1743	1420	1019	1363	1238	1439	1492	1624	1253
OPRD1	0	0	2	3	1	2	1	7	0	1	5	3	3	4	3	3	4	2
EPB41	875	873	661	666	996	1018	1651	1669	1420	1825	1413	989	1105	953	1185	1089	1241	1036
TMEM200B	38	28	11	7	8	10	62	63	64	62	73	52	23	14	122	141	130	101
SRSF4	2398	2406	2544	2761	3563	3215	2441	2705	2207	2909	2848	2131	3236	3036	1833	2014	2464	2007
MECR	369	364	328	364	370	352	439	430	315	416	414	336	513	431	355	366	537	466
PTPRU	914	852	514	577	848	875	656	622	657	889	643	542	971	948	1177	1295	1246	1057
LOC101928460	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1
LOC101929406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATN1	11	10	16	14	21	10	16	16	9	12	11	6	11	7	4	6	4	12
MATN1-AS1	10	11	7	5	10	12	14	9	7	4	17	4	11	15	1	7	9	6
LAPTM5	186	158	180	45	130	164	202	163	160	70	149	152	193	158	215	290	152	156
MIR4420	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SDC3	7799	7625	3356	3792	5549	5416	3269	3308	3244	4459	3796	2985	7612	7535	998	1133	4997	4123
PUM1	2550	2570	1420	1404	2140	2084	2386	2525	2413	3092	2117	1619	2243	2047	1939	1873	2270	1936
SNORD103B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD103A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD85	1	0	0	1	0	0	0	0	0	1	0	2	2	0	0	0	0	0
NKAIN1	1259	1136	1185	1250	1634	1790	751	759	745	926	1067	780	1537	1497	298	319	748	665
SNRNP40	606	576	582	632	760	701	914	899	776	1035	857	574	710	599	1042	968	975	834
ZCCHC17	961	979	897	933	1193	1143	1057	990	925	1264	1045	827	1452	1360	900	955	1358	966
FABP3	314	278	252	258	497	452	303	295	191	257	358	231	680	632	293	291	333	265
SERINC2	723	691	852	951	1005	1080	923	1020	353	485	600	466	714	815	308	365	436	431
LINC01225	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
LINC01226	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
TINAGL1	111	92	2	4	4	4	281	262	9	20	98	64	9	4	75	90	61	66
HCRTR1	15	13	4	10	15	12	7	4	7	11	9	11	19	23	3	4	12	26
PEF1	751	695	610	657	657	649	875	803	675	805	654	487	870	845	605	598	771	706
COL16A1	475	563	344	360	384	351	586	543	57	71	89	110	351	326	31	32	105	87
BAI2	4013	3782	3973	4182	5469	5455	1727	1888	1712	2222	2264	1711	5208	5447	178	229	1316	1231
MIR4254	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	35	41	3	3	2	1	48	36	11	20	11	3	10	10	25	15	36	21
PTP4A2	2131	2038	1734	1595	2326	2274	2619	2235	2070	2636	2031	1467	2467	2119	1776	1744	2184	1658
KHDRBS1	4164	4209	3982	4294	5382	5177	5195	4893	4753	6027	5240	3804	4658	4057	4589	4398	4999	3843
TMEM39B	205	230	243	259	362	368	207	259	206	293	239	210	267	227	161	196	213	188
KPNA6	1725	1734	1302	1322	1946	1786	1868	1952	1676	2179	1887	1408	2026	2001	1729	1699	2008	1603
TXLNA	1343	1338	733	783	1104	978	1500	1439	1184	1578	1052	820	944	929	998	956	1063	795
CCDC28B	615	560	656	775	913	866	466	427	373	516	527	392	932	946	284	270	464	377
IQCC	116	125	84	115	112	119	130	128	102	99	88	59	114	98	75	60	111	90
DCDC2B	75	71	23	29	33	33	52	51	27	50	33	17	38	29	6	24	26	25
TMEM234	177	187	77	80	89	98	195	173	121	192	115	107	141	138	105	138	149	137
EIF3I	2560	2546	3297	3401	3526	3541	3494	3443	2678	3399	3261	2348	3779	3640	3320	3742	3731	3038
MTMR9LP	50	61	46	59	77	66	64	45	39	47	72	40	93	69	39	41	65	45
FAM167B	10	12	17	9	33	35	24	24	9	12	30	9	24	38	14	12	6	19
LCK	41	38	28	16	38	22	44	47	46	52	62	59	38	40	172	219	137	115
HDAC1	900	942	860	858	1026	1011	1905	1920	1671	1999	1841	1354	856	705	3156	3206	3171	2588
MARCKSL1	12555	11356	12595	12745	18421	17976	10866	10135	10252	12642	13176	9487	16033	14904	4743	5596	8763	6933
FAM229A	48	52	81	64	139	122	35	53	25	41	74	50	75	83	17	19	32	33
TSSK3	71	66	148	123	251	226	64	60	70	108	159	98	150	126	23	26	61	43
BSDC1	1749	1511	1498	1612	2209	2117	1558	1480	1426	1743	1644	1170	2396	2239	990	1050	1655	1200
ZBTB8B	159	159	43	57	128	122	70	54	59	116	78	60	154	161	27	53	128	101
ZBTB8A	486	479	377	412	696	596	351	342	375	513	461	379	582	516	229	236	378	321
ZBTB8OS	174	160	120	111	148	168	295	305	206	280	290	197	192	167	407	383	386	376
RBBP4	2616	2674	2422	2410	3240	3181	3238	3218	3024	4007	3279	2463	3087	2794	2746	2623	2967	2508
SYNC	44	39	20	13	30	18	17	18	15	15	10	4	9	14	7	6	16	15
KIAA1522	960	845	649	726	789	855	958	1015	828	996	977	648	844	809	795	887	1144	902
YARS	1973	2036	1887	2078	2269	2285	3378	3351	2057	2673	2572	2007	4435	4300	2677	2975	3670	2883
S100PBP	521	519	436	440	589	569	641	610	514	706	663	452	736	659	571	560	752	652
FNDC5	713	729	533	551	765	720	1123	1029	733	902	832	631	665	637	575	560	638	540
HPCA	356	327	677	730	806	759	207	156	248	274	535	403	739	733	42	58	283	261
TMEM54	124	115	163	172	140	167	167	154	71	118	124	121	167	167	250	349	351	364
RNF19B	753	702	535	536	743	778	633	577	528	551	567	478	793	791	657	733	782	727
AK2	1408	1273	1247	1342	1553	1374	1896	1772	1662	2179	1595	1207	1352	1217	2243	2316	2344	1793
ADC	194	192	184	162	190	219	122	128	123	150	124	115	258	258	31	35	108	80
TRIM62	228	211	234	248	367	399	205	242	206	258	278	194	357	329	132	128	241	204
ZNF362	832	806	669	726	995	983	559	563	477	719	569	468	823	821	192	225	423	354
A3GALT2	2	1	2	0	1	3	1	3	0	1	0	0	0	2	0	1	0	0
PHC2	2034	2095	2072	2153	2584	2496	1923	1749	1705	2039	1575	1080	1944	1792	529	539	966	745
MIR3605	1	2	0	1	0	2	0	1	1	7	0	1	0	0	0	0	0	3
ZSCAN20	104	115	73	86	107	105	128	124	90	146	109	75	107	87	42	45	77	86
CSMD2	520	484	234	288	477	504	77	82	182	242	295	271	496	502	29	21	164	164
HMGB4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf94	25	7	21	31	20	38	2	8	6	11	12	13	13	25	12	12	14	13
GJB5	1	16	7	9	13	6	10	13	4	10	6	6	4	7	7	3	3	4
GJB4	5	1	0	2	1	3	12	6	1	1	1	3	0	0	3	1	1	2
GJB3	9	3	0	0	1	4	9	12	2	2	3	0	5	4	4	1	2	4
GJA4	4	3	2	5	5	6	8	13	6	8	10	4	0	5	5	7	9	9
SMIM12	427	392	243	248	305	332	514	471	399	473	403	273	369	322	446	466	568	454
DLGAP3	505	448	238	276	370	406	106	126	160	199	229	206	469	447	68	78	356	294
LOC653160	31	25	30	39	54	47	40	25	18	31	38	16	38	30	11	3	15	10
ZMYM6NB	122	139	64	72	63	66	213	165	130	163	144	94	121	81	126	141	175	162
ZMYM6	439	398	200	211	314	316	400	405	355	454	317	236	400	332	280	275	376	275
ZMYM1	158	164	134	152	193	199	273	251	268	344	249	216	208	194	351	322	335	277
SFPQ	3092	3050	1952	2091	2615	2604	3156	3122	3617	4941	3282	2321	1780	1684	3970	4101	4020	3343
ZMYM4	1832	1992	1181	1157	1754	1822	1931	1941	1844	2510	1837	1319	2129	1714	1410	1380	1874	1577
KIAA0319L	1486	1498	773	895	976	1063	1426	1467	1278	1654	1255	919	1373	1333	857	857	1306	1098
NCDN	1699	1730	1138	1139	2049	1953	1129	995	1060	1335	1630	1141	2214	2071	382	423	1229	1025
TFAP2E	76	83	119	116	270	193	44	38	44	52	92	103	185	168	39	24	73	49
PSMB2	1611	1465	1490	1486	1900	1789	2176	2044	1736	2099	2056	1472	1882	1653	2057	2106	2232	1853
C1orf216	762	739	447	509	924	905	325	353	379	493	756	536	1443	1281	85	108	405	308
CLSPN	197	202	219	280	290	292	533	568	490	699	570	396	115	108	666	650	609	445
AGO4	997	1006	647	693	1244	1155	592	649	642	861	893	705	1161	1060	408	411	783	585
AGO1	1005	1136	778	834	1022	993	1262	1516	1182	1695	1125	916	755	716	962	968	1212	954
AGO3	160	219	148	157	271	244	227	250	191	310	180	167	237	219	145	157	158	140
TEKT2	496	481	229	256	310	286	307	305	302	366	103	98	237	229	51	42	115	82
ADPRHL2	657	584	531	558	628	651	645	591	508	619	518	355	673	582	417	430	583	469
COL8A2	102	118	34	41	47	46	22	28	21	33	12	7	74	55	8	24	55	31
TRAPPC3	887	804	673	689	906	864	793	775	605	747	624	471	1063	990	521	572	760	664
MAP7D1	3481	3339	2998	2948	4325	4203	3042	2895	2437	2885	2988	2112	3733	3602	1101	1329	2015	1628
THRAP3	2715	2736	1968	2111	2737	2563	3414	3317	2951	3909	3142	2331	2815	2509	2914	2807	3441	2752
SH3D21	156	148	57	68	142	156	243	256	194	279	410	338	65	88	327	346	263	213
EVA1B	267	255	158	169	207	190	427	463	255	343	460	344	185	145	391	468	396	327
STK40	1086	1039	1002	1080	1338	1430	1455	1388	900	1131	1190	878	1459	1420	603	666	940	775
LSM10	521	508	535	541	556	614	702	737	501	578	581	507	735	714	503	554	663	566
OSCP1	323	312	130	154	139	146	303	218	245	261	109	67	207	162	60	80	122	102
MRPS15	466	467	429	499	473	508	781	792	627	839	587	396	575	470	928	1038	985	676
