#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EMC2	LONP1	9606.ENSP00000220853	9606.ENSP00000353826	0	0	0	0	0.083	0.378	0	0	0.405
EMC2	SRP54	9606.ENSP00000220853	9606.ENSP00000451818	0	0	0	0	0.201	0.252	0	0.150	0.448
ENC1	MT-CYB	9606.ENSP00000479101	9606.ENSP00000354554	0	0	0	0	0	0	0	0.477	0.477
EPRS	RPL19	9606.ENSP00000355890	9606.ENSP00000225430	0	0	0	0	0.511	0.399	0	0.221	0.751
EPRS	PDHX	9606.ENSP00000355890	9606.ENSP00000227868	0.048	0	0	0	0.076	0.284	0	0.300	0.500
EPRS	YBX3	9606.ENSP00000355890	9606.ENSP00000228251	0.079	0	0	0	0.064	0.348	0	0.187	0.481
EPRS	RPS12	9606.ENSP00000355890	9606.ENSP00000230050	0.284	0	0	0	0.187	0.261	0	0.067	0.545
EPRS	PPAT	9606.ENSP00000355890	9606.ENSP00000264220	0.353	0	0	0	0.138	0	0	0.113	0.462
EPRS	RPS27A	9606.ENSP00000355890	9606.ENSP00000272317	0	0	0	0	0.182	0.305	0	0.062	0.420
EPRS	RPS3	9606.ENSP00000355890	9606.ENSP00000278572	0	0	0	0	0.537	0.685	0	0.464	0.915
EPRS	RPS23	9606.ENSP00000355890	9606.ENSP00000296674	0.082	0	0	0	0.311	0.368	0	0.379	0.719
EPRS	MRPL16	9606.ENSP00000355890	9606.ENSP00000300151	0.045	0	0	0	0.185	0.305	0	0.146	0.476
EPRS	RPS9	9606.ENSP00000355890	9606.ENSP00000302896	0.155	0	0	0	0.282	0.402	0	0.190	0.667
EPRS	MRPL11	9606.ENSP00000355890	9606.ENSP00000308897	0.235	0	0	0	0.245	0.368	0	0.337	0.725
EPRS	NSUN5	9606.ENSP00000355890	9606.ENSP00000309126	0.173	0	0	0	0.125	0	0	0.291	0.442
EPRS	RPL4	9606.ENSP00000355890	9606.ENSP00000311430	0.075	0	0	0	0.831	0.345	0	0.252	0.913
EPRS	TCP1	9606.ENSP00000355890	9606.ENSP00000317334	0.081	0	0	0	0.570	0.316	0	0.378	0.810
EPRS	RPS15A	9606.ENSP00000355890	9606.ENSP00000318646	0	0	0	0	0.362	0.368	0	0.217	0.657
EPRS	SRPR	9606.ENSP00000355890	9606.ENSP00000328023	0.353	0	0	0	0.064	0.246	0	0.160	0.565
EPRS	RPS7	9606.ENSP00000355890	9606.ENSP00000339095	0	0	0	0	0.468	0.399	0	0.206	0.724
EPRS	RPL7	9606.ENSP00000355890	9606.ENSP00000339795	0	0	0	0	0.246	0.368	0	0.326	0.651
EPRS	HNRNPA1	9606.ENSP00000355890	9606.ENSP00000341826	0	0	0	0	0.104	0.248	0	0.656	0.748
EPRS	RPLP1	9606.ENSP00000355890	9606.ENSP00000346037	0	0	0	0	0.213	0.364	0	0.209	0.569
EPRS	RPS3A	9606.ENSP00000355890	9606.ENSP00000346050	0	0	0	0	0.521	0.576	0	0.341	0.854
EPRS	RPSA	9606.ENSP00000355890	9606.ENSP00000346067	0.319	0	0	0	0.665	0.334	0	0.326	0.883
EPRS	RPL22L1	9606.ENSP00000355890	9606.ENSP00000346080	0	0	0	0	0.286	0.368	0	0.185	0.600
EPRS	FXR1	9606.ENSP00000355890	9606.ENSP00000350170	0	0	0	0	0.092	0.529	0	0.188	0.622
EPRS	LONP1	9606.ENSP00000355890	9606.ENSP00000353826	0.316	0	0	0	0.172	0	0	0.309	0.575
EPRS	RPL12	9606.ENSP00000355890	9606.ENSP00000354739	0.235	0	0	0	0.247	0.368	0	0.337	0.726
EPRS	RBM3	9606.ENSP00000355890	9606.ENSP00000365950	0	0	0	0	0.077	0.248	0	0.257	0.439
EPRS	ZNF598	9606.ENSP00000355890	9606.ENSP00000411409	0	0	0	0	0.083	0.270	0	0.290	0.483
EPRS	RPL10	9606.ENSP00000355890	9606.ENSP00000413436	0.045	0	0	0	0.200	0.305	0	0.169	0.499
EPRS	RPS10	9606.ENSP00000355890	9606.ENSP00000481646	0	0	0	0	0.243	0.345	0	0.086	0.507
EPRS	RPL14	9606.ENSP00000355890	9606.ENSP00000379506	0	0	0	0	0.257	0.345	0	0.204	0.578
EPRS	RPL7A	9606.ENSP00000355890	9606.ENSP00000361076	0.284	0	0	0	0.270	0.261	0	0.067	0.591
EPRS	RPL36A	9606.ENSP00000355890	9606.ENSP00000404375	0	0	0	0	0.347	0.345	0	0.166	0.612
EPRS	RPL28	9606.ENSP00000355890	9606.ENSP00000452909	0	0	0	0	0.377	0.382	0	0.144	0.641
EPRS	RPS29	9606.ENSP00000355890	9606.ENSP00000379339	0	0	0	0	0.472	0.368	0	0.173	0.700
EPRS	RPL32	9606.ENSP00000355890	9606.ENSP00000416429	0	0	0	0	0.486	0.398	0	0.145	0.712
EPRS	RPL10A	9606.ENSP00000355890	9606.ENSP00000363018	0.216	0	0	0	0.363	0.368	0	0.222	0.722
EPRS	RPL30	9606.ENSP00000355890	9606.ENSP00000428085	0	0	0	0	0.509	0.399	0	0.342	0.788
EPRS	RPS6	9606.ENSP00000355890	9606.ENSP00000369757	0	0	0	0	0.647	0.399	0	0.191	0.813
EPRS	RPL26	9606.ENSP00000355890	9606.ENSP00000463784	0.044	0	0	0	0.250	0.673	0	0.314	0.817
EPRS	SRP54	9606.ENSP00000355890	9606.ENSP00000451818	0.346	0	0	0	0.457	0.138	0	0.476	0.818
EPRS	RPS8	9606.ENSP00000355890	9606.ENSP00000379888	0	0	0	0	0.521	0.401	0	0.548	0.859
EPRS	RPS4X	9606.ENSP00000355890	9606.ENSP00000362744	0	0	0	0	0.631	0.563	0	0.316	0.880
ESCO1	HLTF	9606.ENSP00000269214	9606.ENSP00000308944	0	0	0	0	0.062	0.213	0	0.289	0.429
FADS1	PLTP	9606.ENSP00000322229	9606.ENSP00000417138	0	0	0	0	0.063	0	0	0.413	0.426
FAM207A	SURF6	9606.ENSP00000291634	9606.ENSP00000361092	0	0	0	0	0.435	0	0	0	0.435
FAM207A	NOC4L	9606.ENSP00000291634	9606.ENSP00000328854	0	0	0	0	0.288	0	0.360	0.582	0.793
FAM46A	MZT1	9606.ENSP00000318298	9606.ENSP00000367049	0	0	0	0	0	0	0	0.408	0.408
FAM60A	SAP30	9606.ENSP00000337477	9606.ENSP00000296504	0	0	0	0	0.056	0.685	0	0.576	0.863
FANCF	RPS27A	9606.ENSP00000330875	9606.ENSP00000272317	0	0	0	0	0	0	0.600	0	0.600
FGD4	FZD3	9606.ENSP00000394487	9606.ENSP00000437489	0	0	0	0	0	0	0	0.420	0.420
FGFR1	ID2	9606.ENSP00000393312	9606.ENSP00000234091	0	0	0	0	0	0.270	0	0.407	0.548
FGFR1	RPS27A	9606.ENSP00000393312	9606.ENSP00000272317	0	0	0	0	0	0.154	0.600	0.052	0.651
FGFR1	SOX2	9606.ENSP00000393312	9606.ENSP00000323588	0	0	0	0	0.069	0	0	0.576	0.588
FGFR1	NES	9606.ENSP00000393312	9606.ENSP00000357206	0	0	0	0	0.152	0	0	0.371	0.444
FGFR1	MSX1	9606.ENSP00000393312	9606.ENSP00000372170	0	0	0	0	0.062	0.056	0	0.507	0.525
FGFR1	YES1	9606.ENSP00000393312	9606.ENSP00000462468	0	0	0	0.697	0.062	0.375	0	0.267	0.433
FGFR1	SPRY1	9606.ENSP00000393312	9606.ENSP00000481675	0	0	0	0	0	0.144	0	0.515	0.567
FJX1	NSUN5	9606.ENSP00000400223	9606.ENSP00000309126	0	0	0	0	0	0	0	0.608	0.608
FOS	GADD45B	9606.ENSP00000306245	9606.ENSP00000215631	0	0	0	0	0.162	0	0	0.504	0.567
FOS	FOSB	9606.ENSP00000306245	9606.ENSP00000245919	0	0	0	0.866	0.899	0.267	0.800	0.989	0.986
FOS	HSPB1	9606.ENSP00000306245	9606.ENSP00000248553	0	0	0	0	0.062	0	0	0.410	0.423
FOS	FOXA1	9606.ENSP00000306245	9606.ENSP00000250448	0	0	0	0	0	0.057	0.600	0.395	0.752
FOS	NR4A1	9606.ENSP00000306245	9606.ENSP00000440864	0	0	0	0	0.403	0.146	0	0.703	0.835
FOS	ILK	9606.ENSP00000306245	9606.ENSP00000379975	0	0	0	0	0	0.056	0.900	0.250	0.923
FOS	MAFB	9606.ENSP00000306245	9606.ENSP00000362410	0	0	0	0	0.095	0.629	0	0.827	0.937
FOS	SOX2	9606.ENSP00000306245	9606.ENSP00000323588	0	0	0	0	0	0.124	0.900	0.402	0.943
FOS	LMNA	9606.ENSP00000306245	9606.ENSP00000357283	0	0	0	0	0	0.213	0	0.956	0.964
FOSB	GADD45B	9606.ENSP00000245919	9606.ENSP00000215631	0	0	0	0	0.140	0	0	0.491	0.544
FOSB	RPS6	9606.ENSP00000245919	9606.ENSP00000369757	0	0	0	0	0	0	0	0.648	0.648
FOSB	NR4A1	9606.ENSP00000245919	9606.ENSP00000440864	0	0	0	0	0.565	0.146	0	0.677	0.869
FOXA1	TOX3	9606.ENSP00000250448	9606.ENSP00000219746	0	0	0	0	0.065	0.056	0	0.401	0.425
FOXA1	OTX2	9606.ENSP00000250448	9606.ENSP00000343819	0	0	0	0	0.063	0	0	0.437	0.450
FOXA1	NFIC	9606.ENSP00000250448	9606.ENSP00000396843	0	0	0	0	0	0.299	0	0.262	0.461
FOXA1	TRPS1	9606.ENSP00000250448	9606.ENSP00000379065	0	0	0	0	0	0.352	0	0.245	0.490
FOXA1	LMX1A	9606.ENSP00000250448	9606.ENSP00000340226	0	0	0	0	0	0.069	0	0.550	0.563
FOXA1	KRT18	9606.ENSP00000250448	9606.ENSP00000373487	0	0	0	0	0.328	0	0	0.468	0.627
FOXA1	SOX2	9606.ENSP00000250448	9606.ENSP00000323588	0	0	0	0	0.085	0.168	0	0.683	0.738
FOXRED1	SURF1	9606.ENSP00000263578	9606.ENSP00000361042	0	0	0	0	0.065	0	0	0.432	0.446
FOXRED1	NDUFAF3	9606.ENSP00000263578	9606.ENSP00000323076	0	0	0	0	0.062	0	0	0.659	0.667
FTL	RPS3	9606.ENSP00000366525	9606.ENSP00000278572	0	0	0	0	0.108	0.393	0	0.070	0.453
FTL	RPS23	9606.ENSP00000366525	9606.ENSP00000296674	0	0	0	0	0.063	0.369	0	0.091	0.415
FTL	RPS9	9606.ENSP00000366525	9606.ENSP00000302896	0	0	0	0	0.062	0.369	0	0.119	0.433
FTL	RPL4	9606.ENSP00000366525	9606.ENSP00000311430	0	0	0	0	0.062	0.369	0	0.088	0.413
FTL	RPS4X	9606.ENSP00000366525	9606.ENSP00000362744	0	0	0	0	0.065	0.391	0	0.167	0.484
FTL	RPL10	9606.ENSP00000366525	9606.ENSP00000413436	0	0	0	0	0.101	0.363	0	0.043	0.404
FTL	RPS29	9606.ENSP00000366525	9606.ENSP00000379339	0	0	0	0	0.085	0.393	0	0.082	0.446
FTL	PSENEN	9606.ENSP00000366525	9606.ENSP00000468411	0	0	0	0	0.064	0.270	0	0.524	0.647
FXR1	PAPSS1	9606.ENSP00000350170	9606.ENSP00000265174	0	0	0	0	0	0	0.600	0	0.600
FXR1	MBNL1	9606.ENSP00000350170	9606.ENSP00000282486	0	0	0	0	0.144	0	0	0.410	0.474
FXR1	HNRNPA1	9606.ENSP00000350170	9606.ENSP00000341826	0	0	0	0	0.264	0.076	0	0.412	0.565
FXR1	PTBP1	9606.ENSP00000350170	9606.ENSP00000349428	0	0	0	0	0.184	0	0	0.310	0.413
FXR1	LMNA	9606.ENSP00000350170	9606.ENSP00000357283	0	0	0	0	0	0.058	0.600	0.137	0.646
FZD1	SFRP1	9606.ENSP00000287934	9606.ENSP00000220772	0	0	0	0.680	0.064	0.059	0.900	0.638	0.923
FZD1	WLS	9606.ENSP00000287934	9606.ENSP00000346829	0	0	0	0	0.119	0	0	0.443	0.488
FZD1	FZD3	9606.ENSP00000287934	9606.ENSP00000437489	0	0	0	0.897	0	0	0.900	0.737	0.907
FZD3	SFRP1	9606.ENSP00000437489	9606.ENSP00000220772	0	0	0	0.643	0	0	0.600	0.522	0.671
FZD3	GNB4	9606.ENSP00000437489	9606.ENSP00000232564	0	0	0	0	0	0.070	0.600	0	0.612
GADD45B	PTBP1	9606.ENSP00000215631	9606.ENSP00000349428	0	0	0	0	0	0	0	0.474	0.474
GADD45B	NR4A1	9606.ENSP00000215631	9606.ENSP00000440864	0	0	0	0	0.097	0	0	0.459	0.491
GADD45B	GADD45G	9606.ENSP00000215631	9606.ENSP00000252506	0	0	0	0.947	0.216	0.213	0.900	0.830	0.935
GAS6	TYRO3	9606.ENSP00000331831	9606.ENSP00000263798	0	0	0	0	0	0.486	0	0.990	0.994
GAS6	GULP1	9606.ENSP00000331831	9606.ENSP00000386289	0	0	0	0	0	0	0	0.403	0.403
GAS6	POSTN	9606.ENSP00000331831	9606.ENSP00000369071	0	0	0	0	0.126	0	0	0.393	0.447
GNB4	RGS3	9606.ENSP00000232564	9606.ENSP00000363255	0	0	0	0	0.062	0.223	0	0.322	0.463
GNB4	RPL12	9606.ENSP00000232564	9606.ENSP00000354739	0	0	0	0	0	0.281	0	0.348	0.511
GNB4	TCP1	9606.ENSP00000232564	9606.ENSP00000317334	0	0	0	0	0.062	0.056	0.600	0	0.614
GOLGA2	TRAPPC6A	9606.ENSP00000416097	9606.ENSP00000006275	0	0	0	0	0	0	0.600	0.294	0.705
GOLGA2	GOLGA5	9606.ENSP00000416097	9606.ENSP00000163416	0	0	0	0	0	0.262	0	0.746	0.805
GOLGA2	YKT6	9606.ENSP00000416097	9606.ENSP00000223369	0	0	0	0	0.072	0	0.600	0.348	0.737
GOLGA2	GOSR2	9606.ENSP00000416097	9606.ENSP00000225567	0	0	0	0	0.074	0	0.600	0.522	0.807
GOLGA2	GORASP2	9606.ENSP00000416097	9606.ENSP00000234160	0	0	0	0	0.109	0.808	0.650	0.895	0.992
GOLGA2	NAPA	9606.ENSP00000416097	9606.ENSP00000263354	0	0	0	0	0	0	0	0.436	0.436
GOLGA2	STX5	9606.ENSP00000416097	9606.ENSP00000294179	0	0	0	0	0.064	0.162	0.600	0.920	0.972
GOLGA2	ZFPL1	9606.ENSP00000416097	9606.ENSP00000294258	0	0	0	0	0	0.315	0	0.746	0.819
GOLGA2	GOLGA4	9606.ENSP00000416097	9606.ENSP00000349305	0	0	0	0	0.066	0	0	0.732	0.739
GOLGA4	GOLGA5	9606.ENSP00000349305	9606.ENSP00000163416	0	0	0	0	0.083	0	0	0.754	0.765
GOLGA4	GORASP2	9606.ENSP00000349305	9606.ENSP00000234160	0	0	0	0	0.053	0	0	0.456	0.463
GOLGA4	NAPA	9606.ENSP00000349305	9606.ENSP00000263354	0	0	0	0	0	0	0.650	0.048	0.652
GOLGA4	ZFPL1	9606.ENSP00000349305	9606.ENSP00000294258	0	0	0	0	0	0	0	0.430	0.430
GOLGA4	VPS53	9606.ENSP00000349305	9606.ENSP00000401435	0	0	0	0	0	0	0.600	0.383	0.742
GOLGA5	VPS53	9606.ENSP00000163416	9606.ENSP00000401435	0	0	0	0	0	0.131	0	0.390	0.447
GOLGA5	GOSR2	9606.ENSP00000163416	9606.ENSP00000225567	0	0	0	0	0.062	0	0	0.472	0.483
GOLGA5	YKT6	9606.ENSP00000163416	9606.ENSP00000223369	0	0	0	0	0	0	0.600	0.200	0.666
GOLGA5	ZFPL1	9606.ENSP00000163416	9606.ENSP00000294258	0	0	0	0	0.061	0	0	0.676	0.682
GOLGA5	NAPA	9606.ENSP00000163416	9606.ENSP00000263354	0	0	0	0	0	0	0.650	0.311	0.748
GOLGA5	GORASP2	9606.ENSP00000163416	9606.ENSP00000234160	0	0	0	0	0.099	0	0	0.805	0.817
GOLGA5	STX5	9606.ENSP00000163416	9606.ENSP00000294179	0	0	0	0	0	0	0.600	0.654	0.855
GORASP2	UGDH	9606.ENSP00000234160	9606.ENSP00000319501	0	0	0	0	0	0.424	0	0.050	0.429
GORASP2	HM13	9606.ENSP00000234160	9606.ENSP00000381237	0	0	0	0	0.123	0	0	0.376	0.429
GORASP2	NQO2	9606.ENSP00000234160	9606.ENSP00000369822	0	0	0	0	0	0.436	0	0	0.436
GORASP2	TM9SF2	9606.ENSP00000234160	9606.ENSP00000365567	0	0	0	0	0.076	0	0	0.449	0.469
GORASP2	PDE10A	9606.ENSP00000234160	9606.ENSP00000438284	0	0	0	0	0	0	0	0.604	0.604
GORASP2	STX5	9606.ENSP00000234160	9606.ENSP00000294179	0	0	0	0	0.081	0	0	0.757	0.768
GOSR2	TRAPPC6A	9606.ENSP00000225567	9606.ENSP00000006275	0	0	0	0	0.062	0	0.600	0.200	0.673
GOSR2	YKT6	9606.ENSP00000225567	9606.ENSP00000223369	0	0	0	0	0.227	0.346	0.600	0.875	0.971
GOSR2	VPS53	9606.ENSP00000225567	9606.ENSP00000401435	0	0	0	0	0.113	0.103	0	0.373	0.457
GOSR2	STX4	9606.ENSP00000225567	9606.ENSP00000317714	0	0	0	0	0.064	0.271	0.720	0.435	0.877
GOSR2	NAPA	9606.ENSP00000225567	9606.ENSP00000263354	0	0	0	0	0.062	0.547	0.600	0.712	0.944
GOSR2	STX5	9606.ENSP00000225567	9606.ENSP00000294179	0	0	0	0	0.162	0.949	0.800	0.991	0.999
GPR107	LMX1B	9606.ENSP00000361483	9606.ENSP00000347684	0	0	0	0	0	0	0	0.720	0.720
GPR107	OSTC	9606.ENSP00000361483	9606.ENSP00000426167	0	0	0	0	0	0	0	0.652	0.652
GPR173	PIBF1	9606.ENSP00000331600	9606.ENSP00000317144	0	0	0	0	0	0	0	0.451	0.451
GUCY1B3	PDE10A	9606.ENSP00000264424	9606.ENSP00000438284	0	0	0	0	0.151	0.161	0.650	0.122	0.751
GULP1	JMJD6	9606.ENSP00000386289	9606.ENSP00000394085	0	0	0	0	0	0	0	0.648	0.648
GYG1	RPS27A	9606.ENSP00000340736	9606.ENSP00000272317	0	0	0	0	0.053	0	0.900	0.046	0.901
GYG1	UGP2	9606.ENSP00000340736	9606.ENSP00000338703	0	0	0	0	0.104	0	0.900	0.618	0.962
GYG1	RPS4X	9606.ENSP00000340736	9606.ENSP00000362744	0	0	0	0	0	0	0	0.439	0.439
GYG1	PGM1	9606.ENSP00000340736	9606.ENSP00000360124	0	0	0	0	0.084	0	0	0.549	0.569
H1F0	SYMPK	9606.ENSP00000344504	9606.ENSP00000245934	0	0	0	0	0	0	0	0.412	0.412
H1F0	SIRT2	9606.ENSP00000344504	9606.ENSP00000249396	0	0	0	0	0	0.059	0	0.417	0.428
H1F0	RPS15A	9606.ENSP00000344504	9606.ENSP00000318646	0	0	0	0	0	0.543	0	0	0.543
H1F0	RPL7	9606.ENSP00000344504	9606.ENSP00000339795	0	0	0	0	0	0.631	0	0.067	0.641
H1F0	LMNA	9606.ENSP00000344504	9606.ENSP00000357283	0	0	0	0	0.065	0.118	0	0.558	0.604
H1F0	RPS3A	9606.ENSP00000344504	9606.ENSP00000346050	0	0	0	0	0	0.635	0	0.101	0.658
HLA-B	SRSF6	9606.ENSP00000399168	9606.ENSP00000244020	0	0	0	0	0	0	0	0.519	0.519
HLA-B	PNRC1	9606.ENSP00000399168	9606.ENSP00000336931	0	0	0	0	0.076	0	0	0.423	0.444
HLA-B	HLA-C	9606.ENSP00000399168	9606.ENSP00000365402	0	0	0	0.982	0.523	0.647	0.900	0.915	0.981
HLA-B	IRF3	9606.ENSP00000399168	9606.ENSP00000471896	0	0	0	0	0	0	0.900	0.096	0.905
HLA-C	PVRL2	9606.ENSP00000365402	9606.ENSP00000252483	0	0	0	0	0	0	0	0.408	0.408
HLA-C	IRF3	9606.ENSP00000365402	9606.ENSP00000471896	0	0	0	0	0.062	0	0.900	0.094	0.907
HLTF	RPS27A	9606.ENSP00000308944	9606.ENSP00000272317	0	0	0	0	0	0.105	0.600	0.073	0.639
HLTF	NSMCE2	9606.ENSP00000308944	9606.ENSP00000287437	0	0	0	0	0.062	0.104	0	0.393	0.445
HLTF	OTX2	9606.ENSP00000308944	9606.ENSP00000343819	0	0	0	0	0	0	0	0.484	0.483
HLTF	S100A10	9606.ENSP00000308944	9606.ENSP00000357801	0	0	0	0	0	0.859	0	0.720	0.959
HM13	SSR2	9606.ENSP00000381237	9606.ENSP00000295702	0	0	0	0	0.882	0.788	0	0.386	0.983
HM13	SLC39A7	9606.ENSP00000381237	9606.ENSP00000363809	0	0	0	0	0.359	0	0	0.435	0.622
HM13	PSENEN	9606.ENSP00000381237	9606.ENSP00000468411	0	0	0	0	0	0	0	0.566	0.566
HNRNPA1	RPL19	9606.ENSP00000341826	9606.ENSP00000225430	0	0	0	0	0.500	0	0	0.081	0.521
HNRNPA1	RPS12	9606.ENSP00000341826	9606.ENSP00000230050	0	0	0	0	0.347	0.131	0	0.115	0.454
HNRNPA1	SRSF6	9606.ENSP00000341826	9606.ENSP00000244020	0	0	0	0	0.456	0.348	0	0.736	0.898
HNRNPA1	SYMPK	9606.ENSP00000341826	9606.ENSP00000245934	0	0	0	0	0.118	0.158	0	0.408	0.523
HNRNPA1	ZCCHC11	9606.ENSP00000341826	9606.ENSP00000257177	0	0	0	0	0.062	0.081	0	0.403	0.441
HNRNPA1	RPS27A	9606.ENSP00000341826	9606.ENSP00000272317	0	0	0	0	0.302	0.263	0	0.115	0.505
HNRNPA1	RPS3	9606.ENSP00000341826	9606.ENSP00000278572	0	0	0	0	0.463	0.302	0	0.111	0.638
HNRNPA1	MBNL1	9606.ENSP00000341826	9606.ENSP00000282486	0	0	0	0	0.619	0.058	0	0.576	0.834
HNRNPA1	MSI2	9606.ENSP00000341826	9606.ENSP00000284073	0	0	0	0.792	0.089	0.353	0	0.238	0.412
HNRNPA1	IGF2BP1	9606.ENSP00000341826	9606.ENSP00000290341	0	0	0	0	0.096	0.130	0	0.376	0.467
HNRNPA1	RPS9	9606.ENSP00000341826	9606.ENSP00000302896	0	0	0	0	0.267	0.153	0	0.115	0.403
HNRNPA1	RPL4	9606.ENSP00000341826	9606.ENSP00000311430	0	0	0	0	0.601	0.078	0	0.069	0.627
HNRNPA1	TCP1	9606.ENSP00000341826	9606.ENSP00000317334	0	0	0	0	0.333	0.143	0	0.107	0.445
HNRNPA1	RPS15A	9606.ENSP00000341826	9606.ENSP00000318646	0	0	0	0	0.275	0.201	0	0.062	0.410
HNRNPA1	RPS7	9606.ENSP00000341826	9606.ENSP00000339095	0	0	0	0	0.415	0.131	0	0	0.469
HNRNPA1	RPL7	9606.ENSP00000341826	9606.ENSP00000339795	0	0	0	0	0.389	0.057	0	0.173	0.482
HNRNPA1	RPL10A	9606.ENSP00000341826	9606.ENSP00000363018	0	0	0	0	0.319	0.056	0	0.170	0.420
HNRNPA1	RPL30	9606.ENSP00000341826	9606.ENSP00000428085	0	0	0	0	0.396	0	0	0.081	0.421
HNRNPA1	RPS4X	9606.ENSP00000341826	9606.ENSP00000362744	0	0	0	0	0.403	0.076	0	0.041	0.425
HNRNPA1	PFDN6	9606.ENSP00000341826	9606.ENSP00000378563	0	0	0	0	0.428	0	0	0	0.428
HNRNPA1	RPL14	9606.ENSP00000341826	9606.ENSP00000379506	0	0	0	0	0.391	0	0	0.129	0.447
HNRNPA1	RPL7A	9606.ENSP00000341826	9606.ENSP00000361076	0	0	0	0	0.381	0.131	0	0.092	0.469
HNRNPA1	RPL26	9606.ENSP00000341826	9606.ENSP00000463784	0	0	0	0	0.362	0.185	0	0.123	0.504
HNRNPA1	RPS6	9606.ENSP00000341826	9606.ENSP00000369757	0	0	0	0	0.338	0.153	0	0.246	0.541
HNRNPA1	RPS8	9606.ENSP00000341826	9606.ENSP00000379888	0	0	0	0	0.508	0.178	0	0.087	0.599
HNRNPA1	RBM3	9606.ENSP00000341826	9606.ENSP00000365950	0	0	0.409	0.756	0.116	0.478	0	0.413	0.606
HNRNPA1	RPL12	9606.ENSP00000341826	9606.ENSP00000354739	0	0	0	0	0.570	0	0	0.196	0.640
HNRNPA1	RPS3A	9606.ENSP00000341826	9606.ENSP00000346050	0	0	0	0	0.541	0.347	0	0.091	0.704
HNRNPA1	RPSA	9606.ENSP00000341826	9606.ENSP00000346067	0	0	0	0	0.680	0.158	0	0.145	0.749
HNRNPA1	PTBP1	9606.ENSP00000341826	9606.ENSP00000349428	0	0	0	0	0.949	0.761	0.800	0.771	0.999
HSPB1	LMNA	9606.ENSP00000248553	9606.ENSP00000357283	0	0	0	0	0.108	0.062	0	0.342	0.402
HSPB1	KRT18	9606.ENSP00000248553	9606.ENSP00000373487	0	0	0	0	0.264	0	0	0.306	0.467
HSPB1	SOX2	9606.ENSP00000248553	9606.ENSP00000323588	0	0	0	0	0.062	0.270	0	0.391	0.546
HSPB1	RPS27A	9606.ENSP00000248553	9606.ENSP00000272317	0	0	0	0	0	0.166	0.900	0.071	0.915
ID2	SOX2	9606.ENSP00000234091	9606.ENSP00000323588	0	0	0	0	0	0	0	0.457	0.457
ID3	NBL1	9606.ENSP00000363689	9606.ENSP00000289749	0	0	0	0	0	0	0	0.720	0.720
ID3	NR4A1	9606.ENSP00000363689	9606.ENSP00000440864	0	0	0	0	0	0	0	0.506	0.506
ID3	TXNIP	9606.ENSP00000363689	9606.ENSP00000462521	0	0	0	0	0	0	0	0.589	0.589
IFI27L2	RPS15A	9606.ENSP00000238609	9606.ENSP00000318646	0	0	0	0	0	0	0	0.499	0.499
IFT27	ODF2	9606.ENSP00000393541	9606.ENSP00000403453	0	0	0	0	0	0	0	0.508	0.508
IGDCC3	SLIT2	9606.ENSP00000332773	9606.ENSP00000422591	0	0	0	0	0.062	0.504	0	0.188	0.589
IGF2BP1	ZCCHC11	9606.ENSP00000290341	9606.ENSP00000257177	0	0	0	0	0.063	0.417	0	0.173	0.508
IGF2BP1	MSI1	9606.ENSP00000290341	9606.ENSP00000257552	0	0	0	0	0.090	0.247	0	0.271	0.457
IGF2BP1	PTBP1	9606.ENSP00000290341	9606.ENSP00000349428	0	0	0	0	0.070	0.270	0	0.557	0.673
IGFBP5	SPARC	9606.ENSP00000233813	9606.ENSP00000231061	0	0	0	0	0.165	0	0	0.327	0.414
IGFBP5	POSTN	9606.ENSP00000233813	9606.ENSP00000369071	0	0	0	0	0.280	0	0	0.292	0.468
ILK	SPARC	9606.ENSP00000379975	9606.ENSP00000231061	0	0	0	0	0.069	0	0	0.718	0.728
ILK	TCP1	9606.ENSP00000379975	9606.ENSP00000317334	0	0	0	0	0	0.491	0	0.048	0.494
ILK	SOX2	9606.ENSP00000379975	9606.ENSP00000323588	0	0	0	0	0	0.283	0	0.210	0.409
ILK	POSTN	9606.ENSP00000379975	9606.ENSP00000369071	0	0	0	0	0.063	0.275	0	0.370	0.534
ILK	LIMS1	9606.ENSP00000379975	9606.ENSP00000446121	0	0	0	0	0.442	0.992	0.900	0.995	0.999
ING3	SAP30	9606.ENSP00000320566	9606.ENSP00000296504	0	0	0	0	0	0.056	0	0.867	0.870
ING3	PHF23	9606.ENSP00000320566	9606.ENSP00000322579	0	0	0	0	0.064	0.202	0	0.347	0.470
ING3	PHF21A	9606.ENSP00000320566	9606.ENSP00000398824	0	0	0	0	0.062	0.096	0	0.572	0.605
ING3	POLE3	9606.ENSP00000320566	9606.ENSP00000363286	0	0	0	0	0.070	0	0.720	0.055	0.732
INSM1	LMO3	9606.ENSP00000312631	9606.ENSP00000442786	0	0	0	0	0.087	0	0	0.451	0.479
INSM1	LMX1B	9606.ENSP00000312631	9606.ENSP00000347684	0	0	0	0	0.062	0	0	0.517	0.528
IRF3	RPS27A	9606.ENSP00000471896	9606.ENSP00000272317	0	0	0	0	0.079	0.270	0.900	0.049	0.927
IRF3	SIKE1	9606.ENSP00000471896	9606.ENSP00000358541	0	0	0	0	0	0	0.650	0.456	0.801
